booking_id,origin_city,destination_city,cargo_type,delivery_status,priority,distance_km,freight_charge_inr,cargo_weight_kg,cargo_value_inr,is_delayed,is_express,is_long_haul
BK4283741,Solapur,Nashik,Raw Materials,BOOKED,NORMAL,424,9725,8832,46582,0,0,0
BK9639495,Pune,Aurangabad,Textiles,DELAYED,NORMAL,233,6523,1552,26061,1,0,0
BK1731765,Nagpur,Goa,Fmcg Goods,DELAYED,NORMAL,225,6674,4497,75070,1,0,0
BK8959098,Nagpur,Aurangabad,Chemicals,IN_TRANSIT,NORMAL,503,13557,4741,29796,0,0,1
BK9346537,Mumbai,Pune,Textiles,DELIVERED,EXPRESS,148,8392,1817,19604,0,1,0
BK3491748,Mumbai,Aurangabad,Automobile Parts,DELIVERED,NORMAL,335,7788,5541,166205,0,0,0
BK3257473,Mumbai,Goa,Textiles,DELAYED,NORMAL,594,14439,6832,137504,1,0,1
BK7348862,Nashik,Goa,Perishables,DELAYED,NORMAL,542,12626,1950,23720,1,0,1
BK6898474,Kolhapur,Aurangabad,Perishables,IN_TRANSIT,NORMAL,393,12093,6286,5091,0,0,0
BK1712033,Mumbai,Pune,Fmcg Goods,DELIVERED,NORMAL,148,3023,6510,34603,0,0,0
BK4137085,Mumbai,Aurangabad,Raw Materials,DELIVERED,NORMAL,335,9191,10272,26699,0,0,0
BK7992444,Mumbai,Pune,Raw Materials,IN_TRANSIT,NORMAL,148,4121,1394,26182,0,0,0
BK2368220,Nagpur,Kolhapur,Chemicals,DELIVERED,NORMAL,259,7667,1338,88197,0,0,0
BK8149102,Kolhapur,Aurangabad,Textiles,DELAYED,NORMAL,393,7126,9904,50898,1,0,0
BK1889247,Nashik,Kolhapur,Perishables,DELAYED,NORMAL,738,22699,7694,24040,1,0,1
BK4936925,Solapur,Mumbai,Automobile Parts,DELIVERED,NORMAL,455,8602,9649,199355,0,0,0
BK1335073,Aurangabad,Nagpur,Pharmaceuticals,DELIVERED,EXPRESS,503,19638,6588,186630,0,1,1
BK8499003,Goa,Aurangabad,Pharmaceuticals,DELIVERED,EXPRESS,105,7685,6110,510132,0,1,0
BK4793555,Goa,Solapur,Automobile Parts,DELAYED,EXPRESS,254,10521,10769,114975,1,1,0
BK3397398,Solapur,Nagpur,Electronics,DELAYED,NORMAL,494,12568,8531,327335,1,0,0
BK1442859,Goa,Kolhapur,Textiles,IN_TRANSIT,EXPRESS,615,21769,2226,97944,0,1,1
BK1850346,Pune,Kolhapur,Automobile Parts,IN_TRANSIT,NORMAL,228,7234,2125,258970,0,0,0
BK9928386,Pune,Kolhapur,Perishables,DELAYED,NORMAL,228,4639,3407,62664,1,0,0
BK7550756,Aurangabad,Goa,Chemicals,DELAYED,EXPRESS,784,21871,11462,39672,1,1,1
BK6239333,Mumbai,Nashik,Textiles,DELAYED,NORMAL,167,3049,10414,119958,1,0,0
BK5581282,Goa,Pune,Raw Materials,BOOKED,NORMAL,453,8750,665,68560,0,0,0
BK2411563,Aurangabad,Kolhapur,Perishables,CANCELLED,NORMAL,393,9641,11215,16305,0,0,0
BK3216611,Nagpur,Mumbai,Pharmaceuticals,DELAYED,NORMAL,834,15148,11413,791067,1,0,1
BK7371834,Aurangabad,Pune,Textiles,DELIVERED,NORMAL,233,6465,9781,119416,0,0,0
BK6245450,Kolhapur,Solapur,Perishables,DELAYED,NORMAL,487,13285,11766,11418,1,0,0
BK9736342,Pune,Kolhapur,Machinery,DELIVERED,NORMAL,228,4129,11901,394009,0,0,0
BK7418684,Nagpur,Pune,Textiles,DELIVERED,NORMAL,714,20055,8364,90081,0,0,1
BK8855152,Mumbai,Solapur,Electronics,DELIVERED,EXPRESS,455,14496,2383,435093,0,1,0
BK8497039,Nashik,Mumbai,Fmcg Goods,DELIVERED,EXPRESS,167,10019,5386,77316,0,1,0
BK9196024,Aurangabad,Solapur,Textiles,DELAYED,EXPRESS,155,8698,1065,48907,1,1,0
BK2627895,Pune,Nagpur,Perishables,DELAYED,NORMAL,714,13696,9677,64048,1,0,1
BK7216242,Goa,Solapur,Perishables,DELAYED,NORMAL,745,17611,1478,69407,1,0,1
BK7146919,Pune,Nagpur,Electronics,DELIVERED,NORMAL,714,15315,10805,77657,0,0,1
BK8453199,Nashik,Kolhapur,Perishables,DELIVERED,NORMAL,299,9236,305,79776,0,0,0
BK3783216,Nashik,Goa,Perishables,DELIVERED,NORMAL,126,4009,2242,57610,0,0,0
BK5003869,Mumbai,Pune,Fmcg Goods,DELIVERED,NORMAL,148,3559,1443,83580,0,0,0
BK5649157,Nagpur,Kolhapur,Textiles,BOOKED,NORMAL,670,19166,9559,43516,0,0,1
BK9013400,Nagpur,Aurangabad,Perishables,DELAYED,NORMAL,503,15594,7050,30731,1,0,1
BK7151778,Mumbai,Pune,Fmcg Goods,DELAYED,NORMAL,148,3836,3166,81482,1,0,0
BK2144883,Aurangabad,Kolhapur,Fmcg Goods,DELIVERED,EXPRESS,393,13665,2763,74197,0,1,0
BK3281999,Pune,Goa,Machinery,DELIVERED,NORMAL,453,12439,11244,296030,0,0,0
BK6868754,Nashik,Mumbai,Raw Materials,DELIVERED,NORMAL,167,5107,5211,49394,0,0,0
BK1407480,Pune,Aurangabad,Perishables,IN_TRANSIT,NORMAL,233,6150,4717,50314,0,0,0
BK8621744,Nashik,Nagpur,Perishables,DELAYED,NORMAL,668,14587,5583,14190,1,0,1
BK6768366,Solapur,Nagpur,Textiles,IN_TRANSIT,NORMAL,494,10102,1455,105947,0,0,0
BK9214927,Pune,Nashik,Automobile Parts,IN_TRANSIT,NORMAL,211,6242,3026,295637,0,0,0
BK7034704,Nashik,Solapur,Raw Materials,DELAYED,NORMAL,683,20796,10072,14861,1,0,1
BK8082583,Pune,Goa,Pharmaceuticals,DELIVERED,EXPRESS,453,17674,8000,621383,0,1,0
BK6676368,Nashik,Aurangabad,Electronics,IN_TRANSIT,EXPRESS,183,10010,1744,200356,0,1,0
BK4993324,Nagpur,Goa,Perishables,DELIVERED,NORMAL,766,21796,3877,64033,0,0,1
BK9542688,Pune,Kolhapur,Pharmaceuticals,DELIVERED,NORMAL,228,7107,11857,406349,0,0,0
BK8881279,Pune,Kolhapur,Electronics,DELAYED,NORMAL,228,4104,5637,347569,1,0,0
BK7002409,Kolhapur,Solapur,Perishables,DELIVERED,NORMAL,508,16214,7657,47769,0,0,1
BK4399429,Pune,Mumbai,Automobile Parts,DELIVERED,NORMAL,148,2991,4113,82353,0,0,0
BK5205059,Mumbai,Solapur,Electronics,DELAYED,NORMAL,455,13694,3551,298290,1,0,0
BK3917602,Mumbai,Solapur,Textiles,DELAYED,EXPRESS,455,13201,853,139053,1,1,0
BK6645608,Kolhapur,Nashik,Textiles,IN_TRANSIT,NORMAL,393,10782,8608,104165,0,0,0
BK7752117,Nashik,Pune,Raw Materials,DELIVERED,NORMAL,211,4203,2785,20673,0,0,0
BK9338704,Solapur,Goa,Chemicals,DELIVERED,NORMAL,172,4355,5187,95374,0,0,0
BK5495024,Aurangabad,Solapur,Raw Materials,DELIVERED,NORMAL,611,12210,8020,68697,0,0,1
BK8883780,Pune,Aurangabad,Fmcg Goods,DELIVERED,NORMAL,233,5642,3322,11233,0,0,0
BK9517257,Pune,Goa,Automobile Parts,DELAYED,NORMAL,453,10682,10572,227898,1,0,0
BK2355320,Goa,Aurangabad,Fmcg Goods,DELAYED,NORMAL,440,10072,9077,46184,1,0,0
BK5571157,Kolhapur,Aurangabad,Perishables,BOOKED,NORMAL,393,11176,11851,76042,0,0,0
BK2213662,Mumbai,Aurangabad,Automobile Parts,DELAYED,NORMAL,335,6937,4657,285384,1,0,0
BK6839826,Nashik,Solapur,Pharmaceuticals,DELIVERED,EXPRESS,553,18858,4299,654960,0,1,1
BK9971162,Nagpur,Mumbai,Textiles,DELIVERED,NORMAL,834,17602,6929,38953,0,0,1
BK9846468,Aurangabad,Nashik,Perishables,DELAYED,EXPRESS,183,8415,8031,36604,1,1,0
BK5266304,Nashik,Nagpur,Textiles,DELIVERED,EXPRESS,668,21585,4588,78281,0,1,1
BK7247395,Mumbai,Pune,Automobile Parts,IN_TRANSIT,NORMAL,148,3740,5567,34378,0,0,0
BK9312943,Nashik,Goa,Perishables,DELAYED,NORMAL,561,14687,2129,46030,1,0,1
BK2049538,Goa,Solapur,Pharmaceuticals,DELIVERED,NORMAL,718,20808,6373,114698,0,0,1
BK6788740,Kolhapur,Solapur,Fmcg Goods,BOOKED,NORMAL,431,9860,5228,67496,0,0,0
BK6452115,Aurangabad,Nagpur,Textiles,DELIVERED,EXPRESS,503,18526,5843,41409,0,1,1
BK2252588,Mumbai,Nagpur,Raw Materials,DELAYED,NORMAL,834,18060,754,25217,1,0,1
BK1453704,Goa,Pune,Fmcg Goods,CANCELLED,EXPRESS,453,18520,7095,19835,0,1,0
BK6900502,Mumbai,Solapur,Fmcg Goods,DELIVERED,NORMAL,455,13939,7484,39936,0,0,0
BK4380897,Mumbai,Nagpur,Fmcg Goods,DELAYED,NORMAL,834,15549,9021,74960,1,0,1
BK6990576,Mumbai,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,335,9584,2255,781312,0,0,0
BK3964097,Aurangabad,Pune,Textiles,DELIVERED,NORMAL,233,5902,7990,133613,0,0,0
BK5660800,Nashik,Solapur,Textiles,CANCELLED,NORMAL,435,10592,10946,59089,0,0,0
BK7832383,Nagpur,Nashik,Textiles,IN_TRANSIT,NORMAL,668,19255,9877,26748,0,0,1
BK5325709,Solapur,Aurangabad,Pharmaceuticals,DELIVERED,EXPRESS,233,10050,6843,474498,0,1,0
BK1604601,Nagpur,Nashik,Perishables,DELIVERED,NORMAL,668,16513,1794,79843,0,0,1
BK7817889,Mumbai,Aurangabad,Perishables,DELIVERED,EXPRESS,335,14766,3098,23547,0,1,0
BK7968115,Nagpur,Mumbai,Electronics,DELAYED,NORMAL,834,21075,8399,118027,1,0,1
BK4444460,Goa,Nashik,Electronics,DELAYED,NORMAL,334,6949,3175,425474,1,0,0
BK4031759,Nagpur,Pune,Textiles,IN_TRANSIT,EXPRESS,714,26115,1374,79914,0,1,1
BK6948374,Kolhapur,Pune,Machinery,DELAYED,NORMAL,228,6660,10342,265134,1,0,0
BK8804461,Mumbai,Goa,Fmcg Goods,CANCELLED,NORMAL,594,11822,349,14661,0,0,1
BK8066680,Mumbai,Pune,Fmcg Goods,DELAYED,NORMAL,148,2708,3489,97160,1,0,0
BK6281180,Solapur,Nashik,Perishables,BOOKED,NORMAL,304,6591,5295,20585,0,0,0
BK1259182,Kolhapur,Pune,Fmcg Goods,DELAYED,NORMAL,228,5517,4633,33120,1,0,0
BK2965941,Pune,Solapur,Fmcg Goods,BOOKED,NORMAL,248,5157,6915,66125,0,0,0
BK5356670,Pune,Solapur,Fmcg Goods,BOOKED,EXPRESS,248,12070,3634,72356,0,1,0
BK9621070,Mumbai,Goa,Perishables,DELAYED,NORMAL,594,16054,3488,43199,1,0,1
BK5335222,Aurangabad,Solapur,Automobile Parts,DELIVERED,NORMAL,123,3694,10227,196053,0,0,0
BK2641623,Mumbai,Aurangabad,Machinery,DELAYED,NORMAL,335,7440,8590,195095,1,0,0
BK8330132,Solapur,Nagpur,Perishables,DELAYED,NORMAL,494,10311,11650,67146,1,0,0
BK9989763,Pune,Aurangabad,Textiles,IN_TRANSIT,NORMAL,233,4645,8627,87122,0,0,0
BK5627189,Mumbai,Nagpur,Textiles,IN_TRANSIT,NORMAL,834,26460,6668,113185,0,0,1
BK9741584,Nagpur,Goa,Automobile Parts,BOOKED,NORMAL,464,14088,7205,232967,0,0,0
BK6831598,Pune,Aurangabad,Perishables,BOOKED,NORMAL,233,5226,11361,8513,0,0,0
BK4303825,Pune,Solapur,Perishables,DELAYED,EXPRESS,248,10022,2812,26748,1,1,0
BK7479539,Nagpur,Goa,Textiles,DELAYED,NORMAL,511,11835,3849,89071,1,0,1
BK7603136,Mumbai,Pune,Textiles,BOOKED,NORMAL,148,3916,7179,44602,0,0,0
BK3392966,Mumbai,Pune,Raw Materials,DELIVERED,NORMAL,148,4166,6841,47549,0,0,0
BK4534629,Nashik,Pune,Electronics,DELAYED,NORMAL,211,5420,6003,285460,1,0,0
BK3946682,Mumbai,Nashik,Pharmaceuticals,DELIVERED,NORMAL,167,3146,7724,275079,0,0,0
BK3130701,Goa,Mumbai,Perishables,DELIVERED,EXPRESS,594,18851,11432,17651,0,1,1
BK3080311,Mumbai,Nagpur,Electronics,DELAYED,NORMAL,834,26340,11301,364314,1,0,1
BK2594320,Pune,Solapur,Perishables,DELIVERED,NORMAL,248,7438,1029,34581,0,0,0
BK2122768,Aurangabad,Kolhapur,Fmcg Goods,IN_TRANSIT,NORMAL,393,7539,2081,47470,0,0,0
BK3152637,Aurangabad,Nagpur,Fmcg Goods,DELAYED,NORMAL,503,11665,7481,47747,1,0,1
BK7582706,Mumbai,Nagpur,Automobile Parts,DELAYED,NORMAL,834,25456,2320,178831,1,0,1
BK2455193,Aurangabad,Pune,Automobile Parts,IN_TRANSIT,NORMAL,233,6007,3742,137995,0,0,0
BK9982017,Solapur,Mumbai,Perishables,DELAYED,NORMAL,455,10372,2810,49578,1,0,0
BK1248488,Pune,Nagpur,Electronics,DELAYED,NORMAL,714,18291,1759,90028,1,0,1
BK6656828,Aurangabad,Nashik,Automobile Parts,IN_TRANSIT,NORMAL,183,4039,5517,258927,0,0,0
BK6039717,Pune,Nagpur,Fmcg Goods,BOOKED,NORMAL,714,17274,1702,28497,0,0,1
BK9479115,Aurangabad,Nagpur,Perishables,DELIVERED,EXPRESS,503,16428,2095,35264,0,1,1
BK6488932,Solapur,Goa,Fmcg Goods,DELAYED,NORMAL,504,9228,11180,98277,1,0,1
BK4804220,Pune,Mumbai,Fmcg Goods,DELIVERED,NORMAL,148,3419,2111,82788,0,0,0
BK7195219,Pune,Nashik,Perishables,IN_TRANSIT,NORMAL,211,5358,10404,31110,0,0,0
BK2250068,Mumbai,Aurangabad,Automobile Parts,BOOKED,NORMAL,335,7687,2703,85618,0,0,0
BK5135816,Nagpur,Nashik,Textiles,DELAYED,NORMAL,668,19053,8936,64384,1,0,1
BK3941336,Solapur,Kolhapur,Perishables,DELAYED,NORMAL,521,11337,2179,52548,1,0,1
BK2156968,Solapur,Nagpur,Automobile Parts,BOOKED,NORMAL,494,9603,1553,135325,0,0,0
BK6773728,Nagpur,Goa,Fmcg Goods,DELIVERED,NORMAL,635,17486,10896,26709,0,0,1
BK5852530,Nagpur,Mumbai,Perishables,DELAYED,NORMAL,834,18154,2290,79400,1,0,1
BK5803382,Mumbai,Solapur,Electronics,DELAYED,NORMAL,455,12659,727,354205,1,0,0
BK5357022,Nashik,Goa,Chemicals,DELIVERED,NORMAL,200,4549,5196,158817,0,0,0
BK3018289,Pune,Nagpur,Fmcg Goods,DELIVERED,NORMAL,714,20997,6827,39788,0,0,1
BK8256594,Mumbai,Solapur,Fmcg Goods,DELAYED,NORMAL,455,8822,2258,48389,1,0,0
BK6258602,Nagpur,Solapur,Fmcg Goods,DELAYED,EXPRESS,494,15945,7914,29506,1,1,0
BK4921185,Nashik,Solapur,Electronics,DELAYED,NORMAL,553,12444,8655,415081,1,0,1
BK7978296,Kolhapur,Mumbai,Fmcg Goods,IN_TRANSIT,EXPRESS,373,12341,8201,73090,0,1,0
BK3876972,Solapur,Mumbai,Automobile Parts,IN_TRANSIT,NORMAL,455,11026,1474,99500,0,0,0
BK7487318,Aurangabad,Pune,Machinery,DELIVERED,NORMAL,233,5762,4787,622154,0,0,0
BK2063015,Aurangabad,Kolhapur,Textiles,DELAYED,NORMAL,393,10847,1210,125653,1,0,0
BK5117125,Pune,Nagpur,Machinery,DELAYED,NORMAL,714,14611,7887,531521,1,0,1
BK6159708,Aurangabad,Solapur,Raw Materials,DELAYED,NORMAL,750,16172,10013,28097,1,0,1
BK4362829,Aurangabad,Pune,Automobile Parts,BOOKED,NORMAL,233,4479,7148,43229,0,0,0
BK1154616,Nashik,Solapur,Perishables,DELAYED,NORMAL,792,14263,853,33851,1,0,1
BK5763725,Pune,Mumbai,Electronics,DELIVERED,NORMAL,148,4307,3803,453550,0,0,0
BK5695420,Nashik,Kolhapur,Automobile Parts,DELAYED,EXPRESS,144,7952,10977,264677,1,1,0
BK4074209,Mumbai,Goa,Electronics,DELIVERED,NORMAL,594,16620,3885,455536,0,0,1
BK9239508,Goa,Kolhapur,Raw Materials,DELIVERED,NORMAL,279,7088,3258,36289,0,0,0
BK7463190,Mumbai,Pune,Automobile Parts,DELAYED,NORMAL,148,3723,8741,206488,1,0,0
BK7440031,Nashik,Mumbai,Fmcg Goods,DELAYED,NORMAL,167,4999,4632,52870,1,0,0
BK8953500,Aurangabad,Goa,Textiles,DELAYED,NORMAL,480,9813,4905,83947,1,0,0
BK6257692,Kolhapur,Goa,Automobile Parts,DELIVERED,NORMAL,337,8746,9012,39820,0,0,0
BK2058998,Pune,Goa,Raw Materials,DELAYED,NORMAL,453,10701,4679,25395,1,0,0
BK7723757,Pune,Goa,Electronics,IN_TRANSIT,NORMAL,453,9532,8802,309300,0,0,0
BK3108128,Mumbai,Kolhapur,Fmcg Goods,DELAYED,EXPRESS,373,16442,7444,44653,1,1,0
BK7338502,Kolhapur,Pune,Textiles,DELAYED,NORMAL,228,5075,3828,119856,1,0,0
BK6786017,Pune,Aurangabad,Electronics,DELAYED,NORMAL,233,5210,2534,496143,1,0,0
BK8930096,Goa,Nagpur,Raw Materials,DELAYED,NORMAL,357,6643,10434,49644,1,0,0
BK2467358,Goa,Nashik,Fmcg Goods,DELAYED,NORMAL,778,16553,8316,47059,1,0,1
BK8560053,Kolhapur,Solapur,Textiles,DELAYED,NORMAL,550,12645,7490,129582,1,0,1
BK9864684,Mumbai,Solapur,Fmcg Goods,DELAYED,NORMAL,455,12166,4199,25355,1,0,0
BK7219592,Mumbai,Kolhapur,Pharmaceuticals,DELIVERED,NORMAL,373,7948,6664,91749,0,0,0
BK6845951,Mumbai,Kolhapur,Perishables,BOOKED,NORMAL,373,10360,8670,51401,0,0,0
BK2069205,Nashik,Nagpur,Fmcg Goods,DELIVERED,NORMAL,668,13546,2704,41402,0,0,1
BK2347330,Nagpur,Goa,Raw Materials,BOOKED,NORMAL,435,13517,2910,78315,0,0,0
BK9908325,Mumbai,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,335,9673,7170,461300,0,0,0
BK2821236,Aurangabad,Mumbai,Fmcg Goods,BOOKED,EXPRESS,335,13590,4758,50026,0,1,0
BK9287857,Aurangabad,Pune,Perishables,DELAYED,NORMAL,233,6306,4607,79322,1,0,0
BK9760967,Nashik,Mumbai,Raw Materials,DELAYED,NORMAL,167,5100,7933,35760,1,0,0
BK7832233,Mumbai,Pune,Perishables,DELIVERED,NORMAL,148,4589,5807,41561,0,0,0
BK1321817,Nagpur,Kolhapur,Perishables,DELAYED,NORMAL,594,13950,5061,31390,1,0,1
BK4313472,Nagpur,Solapur,Fmcg Goods,BOOKED,NORMAL,494,11981,10382,69034,0,0,0
BK6794259,Aurangabad,Nagpur,Chemicals,DELAYED,NORMAL,503,10423,8499,174815,1,0,1
BK2619542,Aurangabad,Kolhapur,Raw Materials,IN_TRANSIT,NORMAL,393,7827,9198,46455,0,0,0
BK1696527,Nashik,Nagpur,Textiles,CANCELLED,NORMAL,668,20662,7474,54416,0,0,1
BK3896090,Goa,Mumbai,Pharmaceuticals,DELIVERED,NORMAL,594,13764,4934,453868,0,0,1
BK9929440,Mumbai,Goa,Fmcg Goods,DELAYED,NORMAL,594,16893,11054,60866,1,0,1
BK6841848,Pune,Solapur,Perishables,CANCELLED,NORMAL,248,6602,5541,5685,0,0,0
BK8261808,Mumbai,Pune,Chemicals,CANCELLED,NORMAL,148,3613,10989,135693,0,0,0
BK3892856,Aurangabad,Nashik,Fmcg Goods,DELIVERED,NORMAL,183,4693,10490,61468,0,0,0
BK6342825,Mumbai,Solapur,Pharmaceuticals,DELIVERED,NORMAL,455,11046,3488,517297,0,0,0
BK8826012,Mumbai,Nagpur,Automobile Parts,CANCELLED,EXPRESS,834,30356,6482,183357,0,1,1
BK1698770,Mumbai,Kolhapur,Pharmaceuticals,DELIVERED,NORMAL,373,10156,7319,672813,0,0,0
BK8032097,Nashik,Pune,Raw Materials,DELAYED,NORMAL,211,6443,5853,62161,1,0,0
BK6232560,Nashik,Goa,Machinery,DELAYED,NORMAL,682,18826,4709,261052,1,0,1
BK2271190,Mumbai,Nagpur,Raw Materials,CANCELLED,NORMAL,834,21346,3033,34394,0,0,1
BK7764191,Nashik,Solapur,Textiles,DELIVERED,EXPRESS,615,24050,8688,50235,0,1,1
BK1188801,Mumbai,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,335,9651,5431,601799,0,0,0
BK6588116,Mumbai,Pune,Pharmaceuticals,DELIVERED,NORMAL,148,3265,6850,730752,0,0,0
BK4635207,Mumbai,Goa,Automobile Parts,DELIVERED,NORMAL,594,13804,3027,206922,0,0,1
BK7915069,Aurangabad,Pune,Pharmaceuticals,DELAYED,NORMAL,233,7064,9406,580850,1,0,0
BK2171307,Solapur,Pune,Perishables,DELIVERED,NORMAL,248,6487,5779,11804,0,0,0
BK2719041,Nagpur,Goa,Pharmaceuticals,DELIVERED,NORMAL,521,13378,2668,288697,0,0,1
BK3266155,Kolhapur,Pune,Electronics,BOOKED,NORMAL,228,7277,10175,117114,0,0,0
BK8397948,Kolhapur,Nagpur,Fmcg Goods,DELIVERED,NORMAL,195,5580,10758,90119,0,0,0
BK6950268,Nagpur,Goa,Automobile Parts,BOOKED,NORMAL,149,3536,4139,139765,0,0,0
BK9457440,Mumbai,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,335,10486,11076,665749,0,0,0
BK6254711,Nagpur,Aurangabad,Textiles,CANCELLED,NORMAL,503,10713,7471,40453,0,0,1
BK7976088,Nagpur,Goa,Electronics,BOOKED,EXPRESS,358,12541,4971,255660,0,1,0
BK7287150,Solapur,Nagpur,Textiles,IN_TRANSIT,NORMAL,494,15220,3211,112121,0,0,0
BK7126419,Mumbai,Goa,Textiles,BOOKED,NORMAL,594,11983,8200,102790,0,0,1
BK2902547,Solapur,Nashik,Electronics,DELIVERED,EXPRESS,308,11238,5553,278908,0,1,0
BK7944365,Kolhapur,Aurangabad,Electronics,BOOKED,NORMAL,393,11848,3404,100113,0,0,0
BK7491188,Aurangabad,Solapur,Perishables,DELIVERED,NORMAL,315,8695,6389,39339,0,0,0
BK1437988,Nashik,Mumbai,Textiles,DELAYED,NORMAL,167,3512,8904,143916,1,0,0
BK3734109,Solapur,Kolhapur,Automobile Parts,DELAYED,NORMAL,737,16735,3375,66553,1,0,1
BK2608217,Nashik,Kolhapur,Automobile Parts,IN_TRANSIT,EXPRESS,327,12711,6245,169580,0,1,0
BK7460475,Mumbai,Solapur,Fmcg Goods,CANCELLED,NORMAL,455,13735,924,96265,0,0,0
BK7019631,Pune,Solapur,Perishables,DELIVERED,EXPRESS,248,11959,3777,37500,0,1,0
BK5712948,Nagpur,Goa,Automobile Parts,BOOKED,EXPRESS,566,17698,4726,223485,0,1,1
BK7195059,Aurangabad,Nagpur,Electronics,DELAYED,NORMAL,503,15732,9113,368779,1,0,1
BK5226198,Goa,Pune,Textiles,DELIVERED,NORMAL,453,14044,9351,52145,0,0,0
BK8611403,Goa,Aurangabad,Raw Materials,BOOKED,NORMAL,475,11948,3346,53019,0,0,0
BK2304629,Mumbai,Solapur,Electronics,BOOKED,NORMAL,455,14295,5516,497065,0,0,0
BK1033095,Nashik,Mumbai,Automobile Parts,DELIVERED,NORMAL,167,3894,4817,259959,0,0,0
BK5665102,Mumbai,Pune,Fmcg Goods,DELIVERED,NORMAL,148,2943,7843,18421,0,0,0
BK1439131,Pune,Kolhapur,Textiles,BOOKED,NORMAL,228,4658,2631,86809,0,0,0
BK4573505,Mumbai,Kolhapur,Automobile Parts,DELIVERED,NORMAL,373,8517,2172,121625,0,0,0
BK9718525,Aurangabad,Goa,Chemicals,DELAYED,EXPRESS,765,23973,2745,35964,1,1,1
BK4323946,Mumbai,Nashik,Electronics,DELIVERED,NORMAL,167,4772,1992,398637,0,0,0
BK5833503,Mumbai,Aurangabad,Perishables,DELIVERED,EXPRESS,335,15355,1344,48572,0,1,0
BK8612977,Nashik,Solapur,Automobile Parts,DELIVERED,NORMAL,186,3547,11449,109811,0,0,0
BK2614382,Goa,Kolhapur,Perishables,CANCELLED,NORMAL,275,5703,3180,35216,0,0,0
BK7335575,Pune,Aurangabad,Textiles,DELIVERED,EXPRESS,233,9525,8540,149611,0,1,0
BK2024847,Mumbai,Aurangabad,Textiles,DELAYED,NORMAL,335,7934,6750,79034,1,0,0
BK7288696,Solapur,Pune,Automobile Parts,DELIVERED,NORMAL,248,4742,6915,44975,0,0,0
BK2033662,Pune,Aurangabad,Fmcg Goods,DELIVERED,NORMAL,233,5401,9157,32937,0,0,0
BK1725000,Aurangabad,Nagpur,Raw Materials,CANCELLED,NORMAL,503,14681,6036,12772,0,0,1
BK6608876,Nagpur,Nashik,Textiles,DELAYED,NORMAL,668,20150,11232,62690,1,0,1
BK4893805,Goa,Kolhapur,Fmcg Goods,DELIVERED,NORMAL,490,12115,7763,67044,0,0,0
BK6459971,Kolhapur,Nagpur,Electronics,DELIVERED,NORMAL,245,6885,9863,460669,0,0,0
BK2643358,Solapur,Pune,Textiles,DELIVERED,EXPRESS,248,11201,6487,84686,0,1,0
BK1144918,Mumbai,Pune,Fmcg Goods,DELAYED,NORMAL,148,3752,4686,98088,1,0,0
BK6167355,Pune,Solapur,Fmcg Goods,IN_TRANSIT,NORMAL,248,7457,4112,57335,0,0,0
BK9669950,Aurangabad,Goa,Automobile Parts,DELAYED,NORMAL,605,11660,8512,153386,1,0,1
BK3208951,Pune,Nashik,Perishables,DELIVERED,NORMAL,211,4114,4746,52825,0,0,0
BK1172787,Nashik,Nagpur,Fmcg Goods,DELAYED,NORMAL,668,19678,7604,54143,1,0,1
BK4697692,Mumbai,Nashik,Perishables,IN_TRANSIT,NORMAL,167,4093,8336,20818,0,0,0
BK6619803,Goa,Nagpur,Electronics,IN_TRANSIT,NORMAL,391,8099,629,475004,0,0,0
BK1652607,Solapur,Kolhapur,Raw Materials,IN_TRANSIT,NORMAL,306,8618,6757,8459,0,0,0
BK3099476,Mumbai,Goa,Fmcg Goods,DELIVERED,NORMAL,594,16432,10457,44534,0,0,1
BK4924465,Nagpur,Goa,Raw Materials,CANCELLED,NORMAL,524,12283,1181,64452,0,0,1
BK9155851,Mumbai,Pune,Automobile Parts,DELIVERED,NORMAL,148,3898,1153,79016,0,0,0
BK8034243,Nagpur,Aurangabad,Perishables,DELIVERED,NORMAL,503,12716,307,68761,0,0,1
BK4478608,Mumbai,Kolhapur,Textiles,CANCELLED,EXPRESS,373,12618,4335,135986,0,1,0
BK3424154,Pune,Nashik,Electronics,BOOKED,NORMAL,211,5081,6371,226388,0,0,0
BK6177426,Goa,Aurangabad,Automobile Parts,DELAYED,NORMAL,180,3730,3629,171687,1,0,0
BK8308878,Pune,Nagpur,Textiles,DELAYED,NORMAL,714,13671,2675,76286,1,0,1
BK6872359,Nagpur,Goa,Fmcg Goods,DELAYED,NORMAL,439,12985,160,18043,1,0,0
BK4483112,Solapur,Nashik,Electronics,DELAYED,NORMAL,715,19299,11479,290480,1,0,1
BK3910103,Mumbai,Aurangabad,Automobile Parts,DELAYED,NORMAL,335,7825,721,287980,1,0,0
BK2735814,Solapur,Nashik,Raw Materials,DELAYED,NORMAL,339,9146,520,9363,1,0,0
BK7084525,Nashik,Aurangabad,Perishables,DELAYED,NORMAL,183,3724,3262,9232,1,0,0
BK5935846,Pune,Aurangabad,Electronics,CANCELLED,NORMAL,233,6283,10195,158970,0,0,0
